State,County,Life_Expectancy,Age-Adjusted_Mortality,Child_Mortality_Rate,Infant_Mortality_Rate,%_Frequent_Physical_Distress,%_Frequent_Mental_Distress,%_Diabetic,%_Food_Insecure,%_Limited_Access_Healthy_Food,Drug_Overdose_Mortality_Rate,MV_Mortality_Rate,%_Insufficient_Sleep,%_Uninsured_adults,%_Uninsured_children,Other_PCP_Rate,%_Disconnected_Youth,Household_Median_Income,Homicide_Rate,Firearm_Fatalities_Rate,%_Homeowners,%_Severe_Housing_Cost_Burden,Population,%_<_18,%_65_and_over,%_Not_Proficient_in_English,%_Female,%_Rural
North Dakota,Divide,80.550896202,295.9,53.73625391050628,5.577656551048966,8.5840933099,8.7943898165,10.4,5.6,9.8660808567,10.00397495927357,15.331059080373839,26.51205125,9.4951017332,12.407407407,131.11888000000002,4.659238057076461,55867.0,1.9609390132928375,12.311489853795537,77.682811016,9.6933728981,2288,21.372377622,24.868881119,0.0,48.513986014,100.0
North Dakota,Dunn,78.045331058,403.7,53.73625391050628,5.577656551048966,9.0208726635,9.0832958202,8.7,6.2,12.913645212,10.00397495927357,50.763139193,27.769818479,11.625364431,14.928229665,116.57728999999999,4.659238057076461,67337.0,1.9609390132928375,12.311489853795537,77.888819488,4.966442953,4289,23.058988109,15.504779669,2.7066929134,46.09466076,100.0
North Dakota,Eddy,77.247838686,370.1,53.73625391050628,5.577656551048966,9.5221913668,9.7554801931,12.2,8.1,9.8257410984,10.00397495927357,15.331059080373839,27.25267081,9.3059936909,11.0056926,0.0,4.659238057076461,49725.0,1.9609390132928375,12.311489853795537,70.801526718,11.545988258,2316,23.316062176,21.977547496,0.2779064382,50.474956822,100.0
North Dakota,Emmons,80.242760232,310.5,53.73625391050628,5.577656551048966,9.2324750917,9.356948932,10.2,7.2,15.368547957,10.00397495927357,15.331059080373839,24.689445229,10.903954802,13.04964539,121.1754,4.659238057076461,46681.0,1.9609390132928375,12.311489853795537,84.47284345,7.7556623198,3301,19.812178128,26.99182066,0.123954137,48.803392911,100.0
North Dakota,Foster,78.344078287,332.9,53.73625391050628,5.577656551048966,9.0333110717,9.1998997064,9.7,6.6,4.7612798057,10.00397495927357,15.331059080373839,27.896275693,6.780565937,8.3445491252,153.51551,4.659238057076461,58752.0,1.9609390132928375,12.311489853795537,74.300932091,4.5391061453,3257,21.737795517,22.167638932,0.0,50.475898066,100.0
North Dakota,Golden_Valley,85.793737477,312.7,53.73625391050628,5.577656551048966,9.518777087,9.7595549734,9.1,7.3,36.375011241,10.00397495927357,15.331059080373839,27.650449617,7.6699029126,8.4788029925,111.79429999999999,4.659238057076461,63054.0,1.9609390132928375,12.311489853795537,67.207415991,8.0103359173,1789,22.358859698,23.197316937,0.0,49.916154276,100.0
North Dakota,Grand_Forks,79.977259722,294.9,41.354355131,5.2616194095,10.268951723,9.9026049963,8.3,10.4,8.791677983,10.338637368,8.4330732793,31.322834251,6.9445069535,6.2620104698,149.72809,4.659238057076461,50933.0,1.9609390132928375,9.7,49.104859335,15.721550061,70795,20.707677096,12.243802528,0.5626481156,48.39466064,16.769118021
North Dakota,Grant,82.483399733,240.9,53.73625391050628,5.577656551048966,9.9706233583,9.8246758219,11.2,6.9,16.359642659,10.00397495927357,15.331059080373839,27.709260736,13.632653061,19.488188976,294.61279,4.659238057076461,48189.0,1.9609390132928375,12.311489853795537,84.864864865,10.354745925,2376,20.328282828,29.082491582,0.0887311446,49.957912458,100.0
North Dakota,Griggs,78.943785304,340.0,53.73625391050628,5.577656551048966,8.2727736623,8.7324055975,10.2,6.4,6.3228612896,10.00397495927357,15.331059080373839,27.022572113,9.0520922289,10.633484163,221.4349,4.659238057076461,51823.0,1.9609390132928375,12.311489853795537,71.511068335,6.4864864865,2258,19.08768822,29.71656333,0.0,48.671390611,100.0
North Dakota,Hettinger,82.052541201,241.3,53.73625391050628,5.577656551048966,8.790990922,9.407422315,9.6,5.0,26.278091242,10.00397495927357,15.331059080373839,26.638789217,8.4927314461,10.210696921,201.36931,4.659238057076461,51827.0,1.9609390132928375,12.311489853795537,82.282003711,7.4478649454,2483,23.117196939,22.996375352,0.0410677618,51.671365284,100.0
North Dakota,Kidder,83.975599831,235.4,53.73625391050628,5.577656551048966,8.5915768883,8.8046896475,10.3,5.1,27.44661422,10.00397495927357,15.331059080373839,26.350372977,9.5272206304,11.708253359,40.29009,4.659238057076461,46708.0,1.9609390132928375,12.311489853795537,75.973409307,4.5314109166,2482,21.998388396,23.489121676,0.0,47.824335214,100.0
North Dakota,LaMoure,83.462840322,251.8,53.73625391050628,5.577656551048966,9.1717565569,9.1639623617,9.1,5.7,9.0197199545,10.00397495927357,15.331059080373839,25.585063034,9.0950639854,11.833688699,24.467819999999996,4.659238057076461,57808.0,1.9609390132928375,12.311489853795537,77.194919934,7.9316656498,4087,21.556153658,25.78908735,0.9786247747,48.348421825,100.0
North Dakota,Logan,79.391535797,422.2,53.73625391050628,5.577656551048966,8.2179583232,8.6747046386,10.0,5.0,13.62741989,10.00397495927357,15.331059080373839,25.377388671,13.333333333,21.476510067,0.0,4.659238057076461,46948.0,1.9609390132928375,12.311489853795537,85.210466439,5.51558753,1918,21.689259645,26.955161627,0.2714440825,48.123044838,100.0
North Dakota,McHenry,79.119762102,321.5,53.73625391050628,5.577656551048966,8.7431272999,9.0547251366,8.2,6.5,21.598809608,10.00397495927357,38.991105154,29.727416284,8.3185840708,9.0599455041,67.79661,4.659238057076461,53060.0,1.9609390132928375,12.311489853795537,83.77769433,4.3769716088,5900,23.86440678,20.220338983,0.3744650499,48.203389831,100.0
North Dakota,McIntosh,80.830250609,289.0,53.73625391050628,5.577656551048966,9.4241214379,9.2522204996,9.0,6.2,6.6326207825,10.00397495927357,15.331059080373839,27.010293344,9.9105812221,13.034623218,268.6109,4.659238057076461,43804.0,1.9609390132928375,12.311489853795537,78.41509434,10.32,2606,18.419033001,31.043745203,0.1958480219,51.036070606,100.0
North Dakota,McKenzie,78.882161949,369.9,107.26017296,5.577656551048966,9.2601879272,9.5601620346,8.6,7.8,12.442792134,10.00397495927357,61.235320533,31.272989256,8.5765719429,11.526251526,55.01415,4.659238057076461,75408.0,1.9609390132928375,23.9,58.367570529,4.6396264955,12724,30.79220371,9.3288274128,1.8977132555,47.202137693,100.0
North Dakota,McLean,78.784901932,366.2,53.73625391050628,5.577656551048966,8.6740042919,9.0971761059,11.0,6.0,14.874944558,10.00397495927357,27.014858172,26.020483446,8.5714285714,10.982391103,144.55343,4.659238057076461,61121.0,1.9609390132928375,12.311489853795537,81.219568746,6.5992292871,9685,21.321631389,22.787816211,0.2204099625,48.807434177,100.0
North Dakota,Mercer,80.322448654,313.3,53.73625391050628,5.577656551048966,8.0611793303,8.4871652002,12.0,5.4,3.9212600854,10.00397495927357,19.905449117,27.672611664,5.8562897322,7.4902723735,129.94683999999998,4.659238057076461,82991.0,1.9609390132928375,23.1,82.214305289,4.7605633803,8465,22.646190195,18.546958063,1.0130961206,48.092144123,64.992877493
North Dakota,Morton,78.695106901,333.5,42.520019843,5.577656551048966,8.4984684451,8.7857338654,7.9,6.1,7.2631575807,10.00397495927357,16.94406522,27.659766549,6.7225553138,6.1714909885,29.224570000000003,4.659238057076461,63279.0,1.9609390132928375,14.6,72.497357693,9.5747958712,30796,23.207559423,15.959864918,0.6103619588,49.363553708,31.855411161
North Dakota,Mountrail,73.228846395,503.7,53.73625391050628,5.577656551048966,9.5362304346,9.7788572807,11.6,6.3,2.3746815282,10.00397495927357,37.410028881,31.47437761,12.619857717,14.146868251,146.12761999999998,4.659238057076461,64247.0,1.9609390132928375,12.311489853795537,69.654528478,5.6693989071,10265,26.93619094,11.329761325,0.5849220104,46.195811008,100.0
North Dakota,Nelson,76.952264083,368.3,53.73625391050628,5.577656551048966,8.6722333377,8.9423817881,12.9,6.1,25.915202801,10.00397495927357,15.331059080373839,28.765969963,8.5714285714,10.45045045,34.04835,4.659238057076461,47708.0,1.9609390132928375,12.311489853795537,75.469168901,5.0283286119,2937,19.169220293,26.693905346,0.0,47.940074906,100.0
North Dakota,Oliver,88.89094935,320.9493269490891,53.73625391050628,5.577656551048966,8.0514398807,8.4293076198,11.2,5.1,18.043490768,10.00397495927357,15.331059080373839,26.044462331,6.2797335871,8.5594989562,51.546389999999995,4.659238057076461,68151.0,1.9609390132928375,12.311489853795537,87.055837563,9.3023255814,1940,24.845360825,21.494845361,1.2724117987,48.453608247,100.0
North Dakota,Pembina,81.908730602,289.8,53.73625391050628,5.577656551048966,8.3416013014,8.8198188256,10.8,5.9,10.824210483,10.00397495927357,15.331059080373839,27.312664216,8.6608260325,9.6752816435,100.40160999999999,4.659238057076461,56164.0,1.9609390132928375,12.311489853795537,77.066500932,4.2497548218,6972,20.381526104,22.991967871,0.0450518096,47.303499713,100.0
North Dakota,Pierce,80.489111827,275.5,53.73625391050628,5.577656551048966,9.9372502247,10.171827687,10.5,9.7,5.8562282825,10.00397495927357,32.932652725,26.80870647,9.7361237489,10.091743119,195.16955,4.659238057076461,48380.0,1.9609390132928375,12.311489853795537,71.879699248,15.687303253,4099,21.956574774,23.127592096,0.0753390256,49.182727495,35.184760156
North Dakota,Ramsey,78.211209662,342.3,150.1219741,5.577656551048966,9.3329002017,9.4695655093,9.0,7.5,3.9771685094,10.00397495927357,12.375931289,27.413547511,8.6542959613,8.0627508209,86.81309,4.659238057076461,56464.0,1.9609390132928375,12.311489853795537,60.63678767,8.425674263,11519,23.465578609,19.255143676,0.0,49.9522528,34.992577068
North Dakota,Ransom,77.043330201,366.5,53.73625391050628,5.577656551048966,8.9822393846,9.2217120398,11.2,6.5,3.7204266676,10.00397495927357,15.331059080373839,24.697662817,6.7612137203,7.3038073038,169.90749,4.659238057076461,62465.0,1.9609390132928375,12.311489853795537,69.781397342,5.7168784029,5297,22.729847083,20.407777988,0.0,48.178214083,100.0
North Dakota,Renville,80.51154368,281.1,53.73625391050628,5.577656551048966,8.5083545648,8.8278888137,9.0,5.4,12.102969116,10.00397495927357,15.331059080373839,28.274259511,7.1135430917,7.654723127,0.0,4.659238057076461,60178.0,1.9609390132928375,12.311489853795537,79.327398615,6.6945606695,2463,22.69589931,19.366626066,0.5115089514,47.746650426,100.0
North Dakota,Richland,80.395938207,353.7,53.73625391050628,5.577656551048966,8.4449109227,8.943701404,8.6,6.4,8.1880439736,10.00397495927357,13.118883321,26.543062969,7.0971184632,6.6246920339,73.39001,4.659238057076461,61361.0,1.9609390132928375,12.311489853795537,71.006003807,6.7843017949,16351,21.484924469,17.136566571,0.4400440044,48.388477769,52.000490166
North Dakota,Rolette,72.306312803,588.6,91.074681239,11.880165289,17.440642628,16.52453853,15.7,17.2,3.8646783589,10.00397495927357,44.280442804,35.917756397,19.491737606,13.097133758,103.22758,28.150765607,40777.0,1.9609390132928375,20.5,69.008438819,9.7830998644,14531,33.638428188,11.155460739,0.0,50.326887344,100.0
North Dakota,Sargent,81.503773364,282.8,53.73625391050628,5.577656551048966,8.4899824678,8.5752569965,11.0,4.7,5.0563549425,10.00397495927357,15.331059080373839,27.744562409,7.3660714286,9.307875895,0.0,4.659238057076461,62940.0,1.9609390132928375,12.311489853795537,74.381528312,4.9971607041,3858,21.254536029,22.369103162,0.0541565123,46.889580093,100.0
North Dakota,Sioux,67.745552532,1088.6,53.73625391050628,5.577656551048966,19.657453462,18.051653905,13.3,17.2,26.246887267,10.00397495927357,39.095588714,37.310588224,16.405919662,9.7115950559,22.85192,24.137931034,34705.0,1.9609390132928375,12.311489853795537,44.165170557,14.399205561,4376,37.111517367,7.655393053,0.2534854246,50.457038391,100.0
North Dakota,Stark,80.86523897,281.0,41.505699052,6.711409396,7.8326854205,8.2518830062,7.4,6.0,3.5157689322,11.756909857,19.108842004,30.003716857,7.4459735231,6.4570130336,79.44652,4.659238057076461,66925.0,1.9609390132928375,17.1,66.460458117,10.351409978,30209,25.863153365,13.525770466,0.64366172,48.121420769,27.32757552
North Dakota,Steele,80.411437471,267.4,53.73625391050628,5.577656551048966,8.1758679457,8.566878876,11.2,4.4,20.796741318,10.00397495927357,15.331059080373839,26.646922346,8.6431226766,10.551558753,0.0,4.659238057076461,66210.0,1.9609390132928375,12.311489853795537,84.6069869,4.0,1917,21.961398018,23.474178404,0.1649257834,47.991653625,100.0
North Dakota,Stutsman,78.168328472,372.3,58.109128944,5.577656551048966,8.8273272803,9.1187707166,9.2,7.2,7.5078958016,10.00397495927357,14.231209721,29.365798474,7.72250192,7.6263537906,128.04097,4.659238057076461,57265.0,1.9609390132928375,15.2,64.996195239,8.8235294118,21087,20.164082136,18.537487552,0.0805720616,48.850002371,27.563981043
North Dakota,Towner,81.141750914,305.4,53.73625391050628,5.577656551048966,10.067296841,10.222558402,11.2,6.8,6.5960910151,10.00397495927357,15.331059080373839,26.297259843,10.243902439,12.598425197,310.69685,4.659238057076461,51382.0,1.9609390132928375,12.311489853795537,78.702807357,3.8065843621,2253,21.216156236,23.834886818,0.5581395349,49.489569463,100.0
North Dakota,Traill,77.753036702,360.5,53.73625391050628,5.577656551048966,8.6436636205,8.864452832,9.2,5.7,2.9312316172,10.00397495927357,15.331059080373839,27.782165901,6.6518847007,6.7868504772,62.3986,4.659238057076461,63204.0,1.9609390132928375,12.311489853795537,73.544341595,7.6052796983,8013,22.750530388,19.430924747,0.3032700422,49.369774117,100.0
North Dakota,Walsh,77.635401842,417.7,53.73625391050628,5.577656551048966,9.6652544617,9.8557515558,9.3,5.5,4.1798651685,10.00397495927357,16.925320279,29.91787202,10.251387529,9.53125,82.9111,4.659238057076461,50807.0,1.9609390132928375,20.1,74.658949979,6.1766659287,10855,22.736066329,20.81068632,1.1459353575,49.018885306,62.055940282
North Dakota,Ward,80.977696153,282.4,67.379253315,6.549678695,8.4771959344,8.4927776023,8.6,7.3,11.546029821,10.00397495927357,14.265484869,32.327864363,8.3982925019,6.5416691311,114.58243,4.2670157068,62932.0,2.7,11.2,59.641516995,11.432108956,68946,23.363211789,12.377802918,0.3624428336,47.123836046,21.895419538
North Dakota,Wells,79.370956506,330.9,53.73625391050628,5.577656551048966,8.401116964,8.910213427,9.0,5.3,8.638756413,10.00397495927357,15.331059080373839,26.383699913,7.7674418605,8.8699878493,99.45301,4.659238057076461,54556.0,1.9609390132928375,12.311489853795537,80.080482897,7.063197026,4022,20.487319741,27.747389359,0.0516795866,48.980606663,100.0
North Dakota,Williams,78.333906244,345.9,38.479509661,5.577656551048966,8.5024843026,8.8551411762,8.0,7.0,3.8874284308,15.536997475,25.489396411,31.898586607,7.6894707726,7.4517019319,68.96759,4.659238057076461,80161.0,1.9609390132928375,14.6,61.845676619,7.5777097761,33349,27.916879067,9.7903985127,0.6765495971,46.376203185,32.462719886
Ohio,Adams,72.956033247,563.9,88.423844964,11.393514461,14.8733949,14.958537554,13.2,17.6,4.0487522603,49.009646533,22.877827318,39.174483602,10.366079132,4.6352804417,54.10084,6.023986800944806,41644.0,6.3562279204890455,11.4,68.381198633,14.08603209,27726,24.078482291,17.402438145,0.0343419697,50.241650436,89.026269702
Ohio,Allen,76.585681073,423.5,66.029754658,6.9145318522,12.354291095,12.943089928,12.1,15.4,4.6435344998,30.189648804,9.277728812,37.551160901,8.6065004514,4.0120967742,160.85583,8.2511058183,51325.0,4.8,8.8,66.08546839,12.186233786,103198,23.15645652,17.229985077,0.4042988741,49.51937053,25.890850269
Ohio,Ashland,78.036945142,363.7,53.133876934,5.2132701422,11.541012902,12.597553993,10.9,13.4,1.3640488316,18.069323896,15.831021289,36.217391333,8.2328648505,5.0920392063,46.61744,5.8066447172,51103.0,6.3562279204890455,4.1,72.61997659,9.7149476229,53628,22.75863355,18.260983069,1.0608387007,50.949131051,61.937559984
Ohio,Ashtabula,75.618335667,465.9,54.513242175,7.2869225764,13.156651797,13.313892429,13.5,15.1,10.413622589,37.669257135,15.387048994,39.881392618,9.5979640143,6.0982671834,36.807179999999995,11.809406449,45157.0,7.8,12.4,70.300409057,12.707828784,97807,22.188595908,18.570245483,0.6948844902,49.611990962,46.368858193
Ohio,Athens,77.376385122,397.9,65.864471184,7.9808459697,14.831576859,15.295985024,10.7,19.9,14.332842322,13.087094615,10.500157502,38.464569748,10.468333807,4.887701593,79.58315999999999,6.023986800944806,42955.0,6.3562279204890455,9.4,56.790617086,19.782722141,66597,14.535189273,12.53209604,0.3876584792,50.314578735,43.170622481
Ohio,Auglaize,79.463973763,302.3,45.048088835,5.2812252443,10.836118137,11.440538387,11.7,10.5,1.9010360719,11.632302905,10.592626286,34.453204148,6.1397583127,3.5029627048,26.21346,6.023986800944806,63336.0,6.3562279204890455,9.2,75.798713336,9.0200445434,45778,24.295513129,17.875398663,0.2076625134,50.176940889,39.136869138
Ohio,Belmont,76.57135718,429.8,51.456014636,6.8850406843,11.440514558,12.438695851,12.8,14.9,4.6153858235,29.632364371,11.140682057,39.478301461,7.3804494439,3.9211292852,92.60756,7.3391304348,52221.0,2.7,12.8,75.860274991,8.0554250822,68029,19.022769701,20.25018742,0.0626528117,48.837995561,54.664772727
Ohio,Brown,74.655016958,525.7,54.256683437,8.7822014052,12.331301318,13.263868673,14.1,13.9,3.7017713915,57.175964749,18.793216297,38.489245299,8.588553751,4.9337331914,41.307140000000004,6.023986800944806,48207.0,4.5,17.8,74.309121329,12.621826495,43576,22.994308794,17.801083165,0.1283230836,50.302919038,76.559782366
Ohio,Butler,76.604698327,419.9,55.370525715,7.5287446842,11.517448359,12.472162358,11.6,13.1,6.8764528695,60.467485945,8.9295526981,38.074268417,7.0410328971,3.363089504,58.59108,4.7145035581,64026.0,3.4,10.4,68.406198686,12.348094048,380604,23.675789009,14.329066431,1.1898983534,50.98028397,9.3428951729
Ohio,Carroll,77.559844972,377.1,59.468184521,7.4193244228276525,11.676831342,12.61337992,12.3,13.2,2.3616593651,15.688167501,14.743563672,35.800685278,8.7604327666,5.3592168575,14.606539999999999,10.990600145,51296.0,6.3562279204890455,10.0,80.049464138,8.8240973161,27385,21.004199379,20.810662772,0.2414456559,49.987219281,70.952975447
Ohio,Champaign,76.112637955,441.2,64.57771788,7.1225071225,11.30546574,12.11812591,13.1,12.0,0.5804660608,33.455144372,17.485255922,35.916328989,7.4296221707,4.304019275,38.61998,6.023986800944806,54335.0,6.3562279204890455,11.3,72.672515386,8.9531312592,38840,22.497425335,17.785787848,0.2466191496,50.151905252,70.82325361
Ohio,Clark,73.997101937,533.7,64.967232152,6.2494339281,12.502891066,12.834177461,14.2,15.6,10.806098043,61.92912939,13.957100281,37.112334711,7.9233135972,3.8677022983,54.99528,8.326383097,47654.0,5.9,13.0,65.641184623,12.034164393,134557,22.603803593,19.026880801,0.6485664094,51.552873503,23.605358085
Ohio,Clermont,77.694457808,380.0,45.724024338,6.5243902439,10.983645944,12.001865745,12.3,11.4,9.0795807865,49.408331131,10.21848396,38.59002578,6.9484413434,3.2939477221,36.2365,5.8007188498,66193.0,0.8,8.4,74.255020159,9.9177545517,204214,23.334345344,15.76532461,0.2286621425,50.754600566,22.71651728
Ohio,Clinton,75.619850151,458.2,50.408307289,8.2715345123,11.517327468,12.54535362,12.8,14.6,9.140399069,50.863082939,15.677132857,35.072773341,7.2304977636,3.8356164384,61.89150000000001,4.5838896306,50794.0,6.3562279204890455,6.7,65.099025078,11.461772924,42009,23.316432193,16.713085291,0.0942363039,50.577257254,54.638439581
Ohio,Columbiana,76.01293522,427.8,49.692025008,4.9914619729,12.809813112,12.976741967,13.1,14.5,7.6600898523,39.79869563,14.378262238,39.816004638,7.8833928781,4.7214182344,45.59698,9.0347325804,43123.0,3.3,12.4,73.219181377,9.9210254081,103077,20.506999622,19.933641841,0.2483543997,49.547425711,43.864578407
Ohio,Coshocton,78.014908094,377.9,60.871329604,6.3816209317,12.481728942,12.829051448,12.9,14.0,7.3309316537,12.760333592,15.970396338,38.629410815,9.0999762527,5.4227733935,32.83713,6.023986800944806,44471.0,6.3562279204890455,12.0,75.255794529,9.4813322783,36544,23.639995622,18.988069177,0.7166161734,50.5308669,61.469878865
Ohio,Crawford,75.349229306,480.0,59.625443803,6.3540090772,12.173081023,13.455445695,12.2,14.3,9.9367513809,30.919253181,14.445963697,36.559231274,7.7147914866,3.9645719106,79.04948999999999,6.118251928,45395.0,6.3562279204890455,7.1,69.287276398,10.588439507,41746,21.676328271,20.672639295,0.2536477561,51.173765151,35.264023388
Ohio,Cuyahoga,76.96536307,415.3,69.296750658,9.0934703831,11.496160343,12.169487386,11.5,18.6,4.2920375591,39.613329153,5.9236233874,35.632950327,7.6396950854,2.708477645,144.0112,7.4424173677,46918.0,10.9,15.4,58.846659636,16.331714187,1248514,20.903730355,17.780657646,1.8706449522,52.28623788,0.5817414278
Ohio,Darke,76.948659432,400.0,52.094812559,6.8243858053,11.379768288,12.429871437,11.5,12.1,2.3891680123,42.473775661,18.068430072,35.422167588,8.0401497108,4.3116195813,29.10587,6.0758513932,53954.0,6.3562279204890455,8.8,72.455895784,9.1797935904,51536,23.789195902,19.250620925,0.1577060932,50.487038187,66.302233804
Ohio,Defiance,77.838019508,368.3,56.231900357,8.2918739635,11.601334602,12.238116003,12.1,11.3,4.3044948214,14.825667591,16.711912623,34.134144685,7.5817641229,4.5036160421,68.14131,6.023986800944806,59538.0,6.3562279204890455,6.8,76.183944085,7.5475488883,38156,22.997693679,18.122968865,0.6502670245,50.419331167,43.850705741
Ohio,Delaware,82.563974053,208.2,28.323663949,4.147434611,8.7470650581,10.048053803,8.6,8.4,3.1091617845,10.679052107,6.3471242238,30.844112778,4.4937525465,2.5650179391,42.40163,2.968318904,107676.0,6.3562279204890455,5.0,81.238091018,8.5964807457,200464,26.827260755,13.212846197,0.6733541002,50.465919068,19.31015877
Ohio,Erie,76.350159735,428.0,70.534297302,8.7020922051,11.88001948,12.145445476,11.8,13.8,9.0899349253,42.133461064,9.8020919926,38.241998784,7.0748578864,4.160179361,68.16633,5.393258427,54849.0,2.6,10.3,69.195933749,11.137880514,74817,20.481976021,21.314674472,0.4986064231,51.142120106,26.478029035
Ohio,Fairfield,78.857339681,321.0,40.056486435,5.7938429609,10.321574403,11.399898558,11.6,12.1,5.4898418663,20.708988573,11.496153064,36.114551853,7.2113160156,3.4995808885,59.45726,5.5008407399,67276.0,1.7,8.3,71.626851969,10.910727076,154733,24.079543472,15.489908423,0.6218234078,50.189035306,34.712225294
Ohio,Fayette,73.505295431,540.9,51.302722709,7.4193244228276525,12.008582828,12.99429567,13.1,15.0,1.3870586094,60.389979909,16.867422063,36.261716115,8.1900668577,4.4737223107,86.95047,6.023986800944806,46067.0,6.3562279204890455,9.7,62.10248103,13.27106098,28752,23.654006678,17.529215359,0.8415251713,50.61213133,47.750602825
Ohio,Franklin,77.081447145,392.5,75.043459512,8.5542271364,11.144597036,12.758510248,9.7,17.0,7.4219220091,28.937396228,8.810355135,36.866368585,9.3934131751,4.0818064499,112.15335,5.2803492368,59214.0,9.0,13.8,53.601887427,14.375904411,1291981,23.382929006,11.715032961,2.3168157647,51.216697459,1.3540321846
Ohio,Fulton,78.091875976,349.1,46.502520926,7.6538121872,10.578261171,11.589294536,14.4,10.2,5.0753710819,15.70598398,21.85380811,33.571464733,6.6823679693,3.7557799377,47.29362,6.023986800944806,59214.0,6.3562279204890455,5.6,77.243355279,8.421837153,42289,23.819432949,17.255078153,0.6836403851,50.332237698,56.159539088
Ohio,Gallia,73.98828287,546.6,64.757519067,8.7920489297,13.426577502,13.993873943,15.5,15.9,5.2929523041,43.270831022,9.8672154718,39.69287522,8.77111511,5.1397275664,186.83482,14.560615779,43149.0,5.6,16.5,75.416666667,12.455645528,29973,23.034063991,18.283121476,0.2263883976,50.775698128,81.350617444
Ohio,Geauga,81.26732975,257.0,26.992071079,4.7192071732,9.8336891458,10.889040522,11.9,9.2,3.2519495284,22.688598979,9.5853207659,34.820181716,8.4981076341,8.0423189403,28.74848,6.3695450325,82744.0,2.1,7.2,85.786281712,8.594772192,93918,23.169147554,19.695904938,0.6441024719,50.477011861,63.968989924
Ohio,Greene,79.278746066,319.9,43.993752887,5.0304259635,10.739441197,11.510623238,10.9,13.2,8.4473092488,32.866613973,7.221152583,33.820555513,6.2657570051,3.1898016997,68.96469,1.9295933735,68040.0,1.9,8.6,66.861920806,12.089481199,166752,20.65222606,16.760818461,0.7306352736,50.815582422,14.909669314
Ohio,Guernsey,75.144501946,480.1,59.446300176,7.8345346286,12.755909607,13.599010819,11.9,15.8,6.1206546558,30.660738924,12.663540581,38.358466516,8.1592859,4.4214277759,63.950070000000004,9.6318709027,43733.0,4.3,11.2,71.615312792,12.426690994,39093,22.22648556,19.121070268,0.2402418615,50.228941243,61.418913862
Ohio,Hamilton,76.545878859,419.1,74.27966694,9.3182416425,11.44578272,12.557701793,11.0,17.8,8.6414098297,47.397284284,6.7681655259,38.853453846,7.5218849043,3.071728909,133.07578,5.6322512598,55178.0,9.7,15.2,57.716537528,15.416290751,813822,23.04115642,15.029330738,1.2295109105,51.740183971,2.2318769053
Ohio,Hancock,77.708337366,366.6,46.886446886,5.8350417915,10.927707613,11.806999225,11.9,11.8,5.9617931675,30.36985198,11.341383195,39.459366927,7.008277668,3.5538116592,87.12411,6.023986800944806,54386.0,2.5,8.2,69.27205217,9.0847740857,75754,22.307732925,16.875676532,0.8384414852,50.743195079,31.110427643
Ohio,Hardin,76.837261493,428.1,37.504261848,7.4193244228276525,12.670036016,13.062275884,12.4,13.4,3.8336701024,25.391451545,18.952726485,39.532093031,8.6211802197,4.4557097118,35.07206,6.023986800944806,47185.0,6.3562279204890455,7.0,70.262467192,9.5539067509,31364,23.115674021,15.70271649,0.3579871665,50.264634613,55.377752823
Ohio,Harrison,75.991657516,457.2,92.714208452,7.4193244228276525,12.018234418,12.800677773,12.5,14.9,1.0105262582,23.927087638,20.238818053,38.478838939,7.8876404494,5.507071923,13.14406,6.023986800944806,48160.0,6.3562279204890455,12.09563647722654,79.085917313,9.2626651062,15216,21.043638275,20.793901157,0.5467094922,50.499474238,84.108673727
Ohio,Henry,78.740211639,328.1,38.547529103,7.4193244228276525,10.406745341,11.363906558,11.3,10.2,4.2996911485,18.153213119,19.510391851,34.300490466,6.799377916,4.4598463161,18.392500000000002,6.023986800944806,57678.0,6.3562279204890455,12.09563647722654,78.393726339,7.5036873156,27185,23.240757771,18.079823432,0.1625953312,50.472687144,69.080276449
Ohio,Highland,74.841482216,487.0,69.849222024,9.6800215112,13.582863253,13.682723552,13.2,15.9,2.4458034778,47.277292949,16.23586403,36.16707787,9.7798628654,4.2129020124,51.197320000000005,15.286624204,43840.0,7.6,11.1,70.187077879,14.566416662,42971,24.032487026,18.000511973,0.3819160281,50.973912639,73.002362981
Ohio,Hocking,76.731565502,424.7,54.343606863,7.4193244228276525,12.819976324,13.264266345,15.1,13.9,7.8619365132,17.583963425,12.912068811,38.576935673,7.8067356896,4.2055360147,38.63173,6.023986800944806,48397.0,5.0,19.6,74.653887114,9.2999816749,28474,22.100863946,18.743415045,0.1075149223,50.505724521,70.840707965
Ohio,Holmes,79.544957226,311.9,52.553210125,5.7605760576,11.348181882,12.29350291,11.6,11.5,0.9256488576,8.3458521115,8.5228017727,37.221851576,21.67150124,16.321776072,25.024459999999998,7.6998050682,61593.0,6.3562279204890455,5.5,76.717252396,8.1632653061,43957,31.740109653,13.363059353,2.8476423821,49.97838797,92.994382288
Ohio,Huron,76.92554174,398.1,48.98701844,6.334125099,11.623488703,12.305021184,13.5,12.9,4.0045941554,33.637016682,17.727869911,38.115325812,9.2385639838,5.4480581858,95.73630999999999,7.1773636991,48244.0,6.3562279204890455,12.3,69.92481203,10.916677884,58494,24.298218621,16.750435942,1.1264422288,50.625705201,50.30355885
